study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA624030	SRP255796	SAMN14565194	SRS6454220	SRX8086743	SRR11515197	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a12Int		PAIRED	AMPLICON	METAGENOMIC	PCR	39245	22549447	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a12Int	515YF-926R-P2-50-a9NFInt_R1.fastq.gz	4883973;7027110	608c1e6048cabef7284b34c6eeaf2d5c;31ad4d4435a4cb08af7f380ec55f5f3a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/097/SRR11515197/SRR11515197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/097/SRR11515197/SRR11515197_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/097/SRR11515197/SRR11515197_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/097/SRR11515197/SRR11515197_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/097/SRR11515197/SRR11515197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/097/SRR11515197/SRR11515197_2.fastq.gz							13301256	ffe99506d912b9d8a3cbea2191312a51	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/097/SRR11515197	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/097/SRR11515197	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/097/SRR11515197				a12Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565193	SRS6454219	SRX8086742	SRR11515198	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a22Int		PAIRED	AMPLICON	METAGENOMIC	PCR	23497	13554663	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a22Int	515YF-926R-P2-50-a22NFInt_R1.fastq.gz	3065158;4398469	fa5d3e2a90bdb56a217a908f62e3dcf9;793c3f04453e1abe860d8f9ba84f4bf4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/098/SRR11515198/SRR11515198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/098/SRR11515198/SRR11515198_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/098/SRR11515198/SRR11515198_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/098/SRR11515198/SRR11515198_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/098/SRR11515198/SRR11515198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/098/SRR11515198/SRR11515198_2.fastq.gz							8126393	0717a3f4e9290823e5cd9ab7727d9b5d	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/098/SRR11515198	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/098/SRR11515198	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/098/SRR11515198				a22Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565192	SRS6454218	SRX8086741	SRR11515199	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a17Int		PAIRED	AMPLICON	METAGENOMIC	PCR	7632	4417253	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a17Int	515YF-926R-P2-50-a17NFInt_R1.fastq.gz	1055445;1465929	ec0b3cb0ff2ff4005c9787bde72d164c;1e1729b770d46ef50ca3861bb798934b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/099/SRR11515199/SRR11515199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/099/SRR11515199/SRR11515199_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/099/SRR11515199/SRR11515199_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/099/SRR11515199/SRR11515199_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/099/SRR11515199/SRR11515199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/099/SRR11515199/SRR11515199_2.fastq.gz							2709760	ec42cb3d33e99e30dc6036b50c14d57e	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/099/SRR11515199	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/099/SRR11515199	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/099/SRR11515199				a17Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565191	SRS6454216	SRX8086740	SRR11515200	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a14Int		PAIRED	AMPLICON	METAGENOMIC	PCR	43414	25207962	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a14Int	515YF-926R-P2-50-a14NFInt_R1.fastq.gz	6184386;8508943	e344174b766ee102a5c744c86a2177a5;d1fe5b7bdc0a47262fed01911de9cba1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/000/SRR11515200/SRR11515200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/000/SRR11515200/SRR11515200_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/000/SRR11515200/SRR11515200_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/000/SRR11515200/SRR11515200_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/000/SRR11515200/SRR11515200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/000/SRR11515200/SRR11515200_2.fastq.gz							15369505	b35b4e889bdda26f7eb36d08718a81cb	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/000/SRR11515200	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/000/SRR11515200	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/000/SRR11515200				a14Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565190	SRS6454217	SRX8086739	SRR11515201	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a21Int		PAIRED	AMPLICON	METAGENOMIC	PCR	8485	4894650	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a21Int	515YF-926R-P1-50-a21NFInt_R1.fastq.gz	969319;1479516	59d0c73844ff9253ed5821cd1c86923d;c39e64b369f269bb89122f6bd546e226	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/001/SRR11515201/SRR11515201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/001/SRR11515201/SRR11515201_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/001/SRR11515201/SRR11515201_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/001/SRR11515201/SRR11515201_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/001/SRR11515201/SRR11515201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/001/SRR11515201/SRR11515201_2.fastq.gz							3016110	06822ea02044ac7e570bebf522ae2022	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/001/SRR11515201	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/001/SRR11515201	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/001/SRR11515201				a21Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565189	SRS6454215	SRX8086738	SRR11515202	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a16Int		PAIRED	AMPLICON	METAGENOMIC	PCR	13661	7908509	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a16Int	515YF-926R-P1-50-a16NFInt_R1.fastq.gz	1910438;2665105	0f2c46bccf611c7cfd4ca3bd786e6a09;db2bd800c5822260b3fbac37d565cd0d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/002/SRR11515202/SRR11515202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/002/SRR11515202/SRR11515202_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/002/SRR11515202/SRR11515202_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/002/SRR11515202/SRR11515202_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/002/SRR11515202/SRR11515202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/002/SRR11515202/SRR11515202_2.fastq.gz							4870360	3aec0937aa05ddb0b4650a03caddbce0	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/002/SRR11515202	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/002/SRR11515202	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/002/SRR11515202				a16Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565188	SRS6454214	SRX8086737	SRR11515203	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a13Int		PAIRED	AMPLICON	METAGENOMIC	PCR	22311	12953444	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a13Int	515YF-926R-P1-50-a13NFInt_R1.fastq.gz	3270301;4471514	161aaa61f4bb49e0d1e2064ce2b82bbc;30a45de67cb936ee1ab65ff0c46fe079	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/003/SRR11515203/SRR11515203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/003/SRR11515203/SRR11515203_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/003/SRR11515203/SRR11515203_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/003/SRR11515203/SRR11515203_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/003/SRR11515203/SRR11515203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/003/SRR11515203/SRR11515203_2.fastq.gz							8035772	a3deb5cd44388bd2787090ab3e7ebc5e	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/003/SRR11515203	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/003/SRR11515203	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/003/SRR11515203				a13Int		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565134	SRS6454213	SRX8086736	SRR11515204	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	26A		PAIRED	AMPLICON	METAGENOMIC	PCR	133417	76684526	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	26A	515YF-926R-P2-50-26A_R1.fastq.gz	15753716;23271721	1f351f9bf005003853e28984e061a8c2;7908d27884266d2a471ec9d99de206c1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/004/SRR11515204/SRR11515204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/004/SRR11515204/SRR11515204_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/004/SRR11515204/SRR11515204_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/004/SRR11515204/SRR11515204_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/004/SRR11515204/SRR11515204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/004/SRR11515204/SRR11515204_2.fastq.gz							45631314	7521d7200bf6309843fd93e2dcef0bd2	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/004/SRR11515204	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/004/SRR11515204	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/004/SRR11515204				26A		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565187	SRS6454212	SRX8086735	SRR11515205	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a27A		PAIRED	AMPLICON	METAGENOMIC	PCR	62266	35768885	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a27A	515YF-926R-P3-50-a27NFA_R1.fastq.gz	8296671;11787725	ba6d23f1b240e0dbf95edb8ec186e4ac;18c5498a8bea4e9569995900aa113ad0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/005/SRR11515205/SRR11515205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/005/SRR11515205/SRR11515205_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/005/SRR11515205/SRR11515205_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/005/SRR11515205/SRR11515205_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/005/SRR11515205/SRR11515205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/005/SRR11515205/SRR11515205_2.fastq.gz							21426696	649ffa1b526a818da8122e3f11e05610	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/005/SRR11515205	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/005/SRR11515205	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/005/SRR11515205				a27A		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565186	SRS6454211	SRX8086734	SRR11515206	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a24A		PAIRED	AMPLICON	METAGENOMIC	PCR	56777	32716046	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a24A	515YF-926R-P3-50-a24NFA_R1.fastq.gz	6949534;10037591	cc642c2a8458d7fcbe01ed7e818f1daa;a4f72b414d671f98f4e3787b47fb10de	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/006/SRR11515206/SRR11515206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/006/SRR11515206/SRR11515206_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/006/SRR11515206/SRR11515206_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/006/SRR11515206/SRR11515206_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/006/SRR11515206/SRR11515206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/006/SRR11515206/SRR11515206_2.fastq.gz							19551615	6b18d5c8e5ebc6f60dd12b926e96b66f	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/006/SRR11515206	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/006/SRR11515206	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/006/SRR11515206				a24A		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565185	SRS6454210	SRX8086733	SRR11515207	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a18A		PAIRED	AMPLICON	METAGENOMIC	PCR	13430	7768107	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a18A	515YF-926R-P3-50-a18NFA_R1.fastq.gz	1691113;2467685	a24a421d00e472479fa516cca827c77f;a237dc10c17ec465a663cfcd4f279892	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/007/SRR11515207/SRR11515207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/007/SRR11515207/SRR11515207_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/007/SRR11515207/SRR11515207_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/007/SRR11515207/SRR11515207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/007/SRR11515207/SRR11515207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/007/SRR11515207/SRR11515207_2.fastq.gz							4718492	aef8cad287b102756efe2560ff3ff5f0	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/007/SRR11515207	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/007/SRR11515207	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/007/SRR11515207				a18A		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565184	SRS6454209	SRX8086732	SRR11515208	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a15A		PAIRED	AMPLICON	METAGENOMIC	PCR	38247	22228741	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a15A	515YF-926R-P3-50-a15NFA_R1.fastq.gz	5352663;7502009	3c7efa589ad2948e105db747f0510db1;a597a075166879dc14c310a4c487a804	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/008/SRR11515208/SRR11515208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/008/SRR11515208/SRR11515208_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/008/SRR11515208/SRR11515208_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/008/SRR11515208/SRR11515208_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/008/SRR11515208/SRR11515208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/008/SRR11515208/SRR11515208_2.fastq.gz							13435915	aa48685126229e91ab431d39b7c6b64c	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/008/SRR11515208	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/008/SRR11515208	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/008/SRR11515208				a15A		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565183	SRS6454205	SRX8086731	SRR11515209	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	a12A		PAIRED	AMPLICON	METAGENOMIC	PCR	67703	38916956	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	a12A	515YF-926R-P3-50-a12NFA_R1.fastq.gz	9311404;12894668	07822c76c538220bf68760a04852e86d;37ab5d964e5b4c3633d71b5d6df1a147	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/009/SRR11515209/SRR11515209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/009/SRR11515209/SRR11515209_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/009/SRR11515209/SRR11515209_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/009/SRR11515209/SRR11515209_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/009/SRR11515209/SRR11515209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/009/SRR11515209/SRR11515209_2.fastq.gz							23156429	2eb1da5bfdb4e9e9cdfc3d00c728447b	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/009/SRR11515209	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/009/SRR11515209	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/009/SRR11515209				a12A		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565138	SRS6454208	SRX8086730	SRR11515210	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	5A		PAIRED	AMPLICON	METAGENOMIC	PCR	11799	6850228	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	5A	515YF-926R-P3-50-5A_R1.fastq.gz	1687138;2351979	c039bbad13d9f5d9033fc751806e2dd9;23e3668cf26c4ebc0851fca480c89ae0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/010/SRR11515210/SRR11515210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/010/SRR11515210/SRR11515210_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/010/SRR11515210/SRR11515210_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/010/SRR11515210/SRR11515210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/010/SRR11515210/SRR11515210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/010/SRR11515210/SRR11515210_2.fastq.gz							4250090	03d8388d1deb803b68af45ed7ac13cef	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/010/SRR11515210	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/010/SRR11515210	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/010/SRR11515210				5A		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565129	SRS6454207	SRX8086729	SRR11515211	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	1A		PAIRED	AMPLICON	METAGENOMIC	PCR	8776	5095887	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	1A	515YF-926R-P1-50-1A_R1.fastq.gz	1114527;1636642	753ff6551f0bebd34158f3e6a2dbbb7a;bdae750e6699b23ee328e3f463f215ef	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/011/SRR11515211/SRR11515211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/011/SRR11515211/SRR11515211_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/011/SRR11515211/SRR11515211_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/011/SRR11515211/SRR11515211_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/011/SRR11515211/SRR11515211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/011/SRR11515211/SRR11515211_2.fastq.gz							3182056	20dc35a47cd840095d98b5efdf2f9eb1	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/011/SRR11515211	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/011/SRR11515211	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/011/SRR11515211				1A		dog skin microbiome		2020-04-14
PRJNA624030	SRP255796	SAMN14565128	SRS6454206	SRX8086728	SRR11515212	SRA1064060	1338477	skin metagenome	ILLUMINA	Illumina MiSeq	10A		PAIRED	AMPLICON	METAGENOMIC	PCR	95330	54945198	SUB7061649	2020-04-14	2020-04-14	Illumina MiSeq sequencing; amplicon data bacterial dog skin microbiome	Dog skin microbiome	PRJNA624030	10A	515YF-926R-P1-50-10A_R1.fastq.gz	13690333;18837407	cdfbfc0cad76da3607cf36f5c04c0244;88988a9b503960f6d2c085d5ffe911bd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/012/SRR11515212/SRR11515212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/012/SRR11515212/SRR11515212_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/012/SRR11515212/SRR11515212_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR115/012/SRR11515212/SRR11515212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/012/SRR11515212/SRR11515212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/012/SRR11515212/SRR11515212_2.fastq.gz							32827790	622f8dd2078918f595110df45afb7dbe	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/012/SRR11515212	fasp.sra.ebi.ac.uk:/vol1/srr/SRR115/012/SRR11515212	ftp.sra.ebi.ac.uk/vol1/srr/SRR115/012/SRR11515212				10A		dog skin microbiome		2020-04-14
